student_id,cgpa,tenth_percentage,twelfth_percentage,backlogs,internships,certifications,python_skill,java_skill,cpp_skill,javascript_skill,react_skill,sql_skill,machine_learning_skill,data_science_skill,django_skill,fastapi_skill,nodejs_skill,git_skill,aws_skill,docker_skill,communication_score,aptitude_score,projects,coding_score,attendance,extracurricular,placed
1393,7.63,88.4,76.75,3,1,7,1,0,1,1,0,1,0,0,1,0,1,1,0,0,72,76.6,4,68.6,89.6,1,1
1394,9.07,89.31,81.84,0,2,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,65.4,65.9,2,44,88.7,1,0
1395,7.16,70.21,82.16,3,1,3,1,1,0,0,1,1,0,0,0,0,0,1,0,0,65,37.3,2,62.6,80.9,1,0
1396,8.29,88.32,85.57,2,1,4,1,0,0,1,1,1,0,0,0,0,0,1,0,1,90.5,89.5,1,67.9,81.6,0,0
1397,6.26,90.21,84.63,0,2,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,82.6,62.3,2,61.9,95.4,2,0
1398,7.56,81.79,69.57,2,1,7,1,1,0,0,1,1,1,1,0,1,0,1,0,0,86.6,69.3,1,87.6,68.7,2,0
1399,8.12,84.31,81.17,0,2,3,0,1,0,1,0,0,1,1,0,1,1,0,0,0,91.1,44.5,4,69.8,89.4,2,1
1400,6.86,89.76,79.37,0,2,4,1,0,1,1,1,1,0,0,0,0,0,0,0,0,79.4,75.1,0,56,82.4,0,0
1401,8.64,74.74,84.25,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,81.6,64.1,2,66.5,94.5,1,1
1402,6.66,75.39,69.89,1,3,4,1,1,0,1,1,1,1,0,0,0,1,1,0,1,73,64.7,1,62.9,100,3,0
1403,7.75,78.1,62.45,1,1,4,1,1,1,0,1,1,1,0,1,1,1,0,1,0,26,79.9,0,79.9,69.6,3,0
1404,6.61,100,84.29,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,74.9,50.6,0,62.4,83.6,1,0
1405,7.18,81.33,88.16,4,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,80.3,58.4,2,60.9,87.3,1,0
1406,7.41,90.61,77.97,0,0,2,1,1,1,0,0,1,1,1,0,0,0,1,0,0,82.5,75.5,4,93.8,100,0,1
1407,5.75,92.15,78.86,0,0,3,1,1,1,1,1,1,1,0,0,0,0,1,1,0,87.8,69.7,3,85.7,87.7,1,1
1408,7.77,78.56,79.89,0,2,7,1,0,0,0,1,1,1,0,0,0,0,1,1,0,88.9,74.3,3,65.6,82.8,0,1
1409,6.48,85.36,79.68,0,3,5,1,0,1,0,1,1,0,1,0,1,1,0,0,0,75.8,50.1,2,52.6,69.3,2,0
1410,8.33,79.83,65.62,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,46.4,50.7,2,45.8,98.4,1,0
1411,8.65,80.34,71.29,0,3,2,0,1,1,0,0,0,1,1,1,0,0,1,0,0,66.1,53.5,4,56,86,2,1
1412,7.51,91.29,94.52,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.1,45.2,3,25.5,91.6,2,0
1413,7.02,94.59,77.37,0,0,4,1,1,1,0,1,0,0,0,0,1,1,0,0,0,57,94.5,2,61.8,85,0,0
1414,8.1,92.54,88.45,0,0,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,70.6,65.4,5,45.2,84.4,3,1
1415,7.44,85.28,69.96,0,1,2,0,0,0,1,1,1,0,0,0,0,0,1,0,1,66.1,56.8,6,94,84.2,1,1
1416,8.45,69.26,82.23,4,4,2,0,1,1,0,0,1,1,1,1,0,1,1,1,0,77.5,45.6,2,86.8,93,0,1
1417,7.66,84.12,65.58,0,0,4,1,1,0,0,0,1,1,0,0,0,1,1,0,1,56.8,61.8,2,76.8,84.5,2,0
1418,8.7,70.6,72.74,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,54.7,94.8,4,50,100,2,1
1419,7.11,94.78,88.18,0,1,8,1,1,1,1,1,0,0,0,0,0,0,0,0,0,97.2,69.4,5,31.4,79.1,0,1
1420,6.09,87.26,97.58,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,60.1,96.9,0,51.3,76,2,0
1421,6.64,83,67.96,3,0,2,1,0,0,0,1,0,1,1,0,0,0,1,0,0,100,77.1,1,37.3,83.8,0,0
1422,6.78,92.6,82.03,0,2,5,1,1,1,0,0,0,0,1,0,0,1,1,1,0,67.4,73,2,74.2,90.5,3,1
1423,8.17,79.43,88.7,4,3,4,1,0,1,0,0,0,1,0,0,0,1,1,1,0,46.9,53,3,59,90.5,2,1
1424,7.21,94.68,88.78,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,74.6,56.1,0,54.4,88.3,2,0
1425,9.07,90.19,86.38,0,3,3,0,0,0,0,0,1,0,0,0,1,0,1,0,1,69.6,62,1,64.4,83,0,1
1426,8.06,98.44,69.22,2,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,64.3,81,3,75.1,81.2,3,1
1427,7.52,80.28,87.63,0,3,0,1,1,1,1,0,1,0,1,0,0,1,1,1,0,66.6,54.9,2,100,67.2,1,1
1428,6.78,79.58,76.57,3,1,3,1,0,1,0,0,0,0,1,0,0,1,1,1,0,59.7,89.5,1,79,91.7,2,1
1429,5.83,83.57,83.78,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,67,55.7,3,93.4,88.7,3,1
1430,7.11,87.14,71.66,1,2,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,88.5,82.7,3,60.2,74.1,0,0
1431,7.28,80.66,80.38,2,0,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,55.9,93.9,0,86.4,100,1,0
1432,8.24,80.26,72.82,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,62,61.5,4,79.1,94.2,2,1
1433,9.31,76.48,71.48,0,2,3,0,0,0,0,1,1,0,1,1,0,1,1,0,1,83.1,93.2,1,50.5,82.1,1,1
1434,6.53,81.29,93.2,0,0,2,1,1,1,0,1,0,0,0,1,0,0,1,1,0,78.1,35,3,72.3,72.3,0,1
1435,8.64,91.99,89.49,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,44.4,83,6,72.8,59.8,0,1
1436,7.67,100,72.23,0,2,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,50.3,84.9,2,63.8,100,2,1
1437,8.11,95.37,81.51,1,1,5,1,0,1,0,0,1,0,0,0,0,1,0,0,0,90.4,58.1,7,31.8,90.5,2,1
1438,6.58,96.72,82.56,0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,83.9,86.1,4,51,84.9,3,0
1439,6.16,84.32,63.97,4,1,4,1,0,1,1,1,1,0,0,0,0,0,1,0,0,76.4,49.6,2,50.4,89.9,3,0
1440,6.82,81.6,80.02,2,0,3,1,0,1,0,1,1,0,0,1,0,0,1,0,0,52.6,66.2,2,87.9,72.6,2,0
1441,6.46,93.43,67.03,0,2,2,0,1,1,1,1,0,0,1,0,0,0,1,0,0,27.8,57.2,2,71.1,75.3,0,0
1442,7.23,96.7,83.6,1,3,5,0,1,0,0,0,1,0,1,1,0,0,0,0,0,74.5,70.7,2,45,86.5,2,0
1443,6.64,85.36,79.57,0,2,5,0,1,0,0,1,0,0,0,0,0,0,1,0,0,80.6,71.1,3,43.7,84,0,1
1444,7.6,84.01,70.2,3,2,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,63.6,83.4,5,50.5,95,1,0
1445,8.55,93.77,69.72,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,91.8,71.7,5,42.5,80.1,2,0
1446,7.98,75.41,81.04,1,4,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,52.8,50,5,66.1,84.7,0,1
1447,7.9,80.36,81.41,0,2,4,1,1,0,0,1,1,1,0,0,0,0,1,1,0,85.4,91.7,2,44.9,87.3,1,1
1448,8.46,95.31,81.97,2,0,4,1,1,1,1,0,0,1,1,0,0,1,1,0,1,62.5,78.3,6,88.7,93.7,0,1
1449,7.99,77.34,73.93,2,3,3,1,1,1,0,0,1,0,1,0,0,0,0,0,0,65.5,76.1,2,67.2,85.5,0,0
1450,6.7,76.31,82.29,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,76,80.7,4,76.7,91.3,1,1
1451,8.04,79.37,93.39,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,60.3,97.9,4,33.3,75.9,1,1
1452,7.95,89.16,73.89,0,0,3,1,0,0,1,0,0,1,1,0,0,0,1,0,0,59.2,91.2,0,86.5,82.3,1,0
1453,8.04,88.73,87.53,1,3,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,82.1,83,3,60.4,87.2,0,1
1454,6.75,84.96,84.06,2,2,3,0,1,1,0,1,0,0,0,0,0,0,1,0,0,54.7,71.2,2,52.9,86.9,0,0
1455,7.18,81.68,79.29,0,1,6,1,1,0,1,0,0,0,0,0,0,1,0,0,1,61.8,34.1,1,73.3,93.9,1,1
1456,7.4,96.79,86.06,0,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,60.6,74.7,5,27.2,87.7,0,0
1457,7.89,82.28,61.78,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,65.8,56,0,36.1,91.3,0,1
1458,6.43,69.33,89.16,3,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,85.7,75.5,2,69.1,73.3,1,0
1459,8.59,78.73,69.9,4,1,4,1,0,0,0,0,1,1,0,0,0,0,1,1,0,73.3,88.5,2,74,62.7,1,0
1460,6.35,75.33,82.1,0,4,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,69.7,68,1,84.4,100,1,1
1461,8.58,79.42,81.31,0,1,6,1,1,0,0,0,1,0,0,0,0,0,1,1,1,56,53.2,3,72.2,82.2,2,1
1462,6.7,75.17,66.59,3,0,2,1,0,0,0,0,0,1,1,0,0,1,1,0,0,81.8,48,5,37.9,86.3,1,0
1463,8.07,81.46,81.36,0,0,3,0,1,0,0,1,1,1,0,0,1,1,1,0,0,65.3,82,1,51.2,89.8,0,1
1464,7.37,88.04,76.7,1,2,4,0,0,1,0,0,0,0,0,0,1,1,1,1,0,75.5,53,1,67.1,81.5,1,0
1465,6.25,87.41,97.89,0,1,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,82.2,58.2,6,73,94.8,1,1
1466,8.6,70.65,90.2,3,2,2,0,0,0,0,0,0,1,1,0,0,1,1,0,0,51.6,55.7,5,68.3,100,0,1
1467,8.96,75.6,75.88,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,78,68.8,1,29,80.9,0,1
1468,7.17,84.98,80.79,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,79,73,3,48,78.4,3,0
1469,6.99,96.11,86.99,2,3,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,82.5,80.1,3,62.4,83.5,1,1
1470,7.26,69.04,79.43,0,3,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,84.6,83.8,6,57.4,84.3,0,0
1471,7.86,87.41,87.79,0,1,4,1,0,0,0,0,1,1,0,0,1,1,1,0,0,84.8,82.2,5,56,84.6,2,0
1472,6.61,80.07,75.21,1,1,2,1,1,1,1,0,1,0,0,0,0,1,0,0,0,58.2,60.5,2,52.6,100,0,0
1473,6.64,96.54,86.74,0,1,5,1,0,1,1,0,0,1,1,1,0,1,1,1,0,58,87.5,4,72.1,100,0,1
1474,6.16,84.7,91.23,1,2,3,1,0,1,0,0,1,1,0,0,0,0,1,0,0,80.7,61.8,6,65.4,86.2,1,0
1475,7.63,75.81,69.18,4,1,5,0,0,1,1,0,0,1,0,0,0,0,1,0,0,83.1,68.1,2,48,79.9,1,0
1476,7.82,91.23,76.51,0,1,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,48.8,60.8,2,83.2,91.4,1,1
1477,8.97,91.1,65.75,0,0,2,0,1,1,1,0,1,1,0,0,0,0,1,0,0,68.5,70,2,72.8,75,2,1
1478,7.25,81.03,79.27,0,4,6,0,0,1,0,1,1,1,0,0,0,1,0,0,0,82.4,65,4,74,92.5,1,1
1479,8.51,86.66,81.8,2,1,3,1,0,0,0,1,1,0,1,1,0,1,0,1,0,80.7,86.3,5,60.3,88.4,1,0
1480,8.59,84.85,77.01,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,69.6,64.7,2,56.7,71.2,1,1
1481,7.71,98.07,75.93,0,0,3,1,1,0,0,0,1,0,0,0,0,0,1,0,0,68.2,71.3,1,49,97.9,1,1
1482,6.17,79.92,89.92,2,0,3,1,1,0,1,0,0,0,1,0,0,1,0,1,0,80.9,88.7,1,61.8,86.6,2,0
1483,9.43,81.72,73.31,0,2,2,0,1,1,1,1,1,0,0,0,1,0,0,0,1,100,94.7,1,76,80,2,1
1484,7.33,68.17,80.24,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,49.3,90.6,4,57.2,85.6,0,0
1485,6.6,96.28,61.46,3,1,4,1,1,1,1,1,0,0,0,0,0,1,0,0,1,87.6,86.8,1,57.9,77.6,2,1
1486,7.21,96.81,94.01,0,1,3,1,0,1,0,1,1,1,0,0,0,1,1,1,1,92.1,56.9,3,87.3,93.4,2,1
1487,8.23,81.62,97.5,3,3,5,1,1,1,0,0,1,0,0,0,0,0,0,0,0,74,49.1,1,56.8,69.3,3,0
1488,8.34,78.71,74.82,2,0,3,1,1,0,0,0,1,0,1,0,0,0,0,0,1,73,62.4,1,63.2,84.9,0,0
1489,7.75,86.26,67.13,2,1,4,1,0,0,0,0,1,1,0,0,0,0,0,1,0,65,73.2,2,60.5,80,2,1
1490,7.16,82.34,91.43,0,1,8,1,1,1,1,1,0,0,0,0,0,1,1,1,0,79.7,67.2,4,49.4,96.7,0,1
1491,8.82,95.66,84.69,0,2,5,0,1,0,0,0,0,1,0,0,0,1,0,1,0,55,80.5,5,70.1,96.7,1,1
1492,8.68,89.17,80.75,3,2,6,0,1,1,1,1,1,0,1,0,1,0,1,0,0,77.3,55.5,0,64.5,89.3,0,1
1493,7.8,96.42,65.48,0,0,2,1,0,0,1,0,0,0,0,0,1,0,1,1,0,75.6,56.9,2,64.7,77.8,1,0
1494,6.45,84.82,82.23,5,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,79.2,57.9,5,20.1,75.4,1,0
1495,7.36,94.48,69.46,4,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,65,59.8,2,42.2,58.2,2,0
1496,8.48,87.06,58.92,3,0,5,1,0,0,0,0,1,1,1,1,1,0,1,1,1,72.7,72.9,2,82,87.7,1,0
1497,8.56,84.41,81.89,0,1,5,1,1,1,1,0,1,1,0,0,0,0,0,0,0,63.6,71.4,1,78.6,95,1,1
1498,6.3,94.46,84.99,3,0,4,1,0,0,0,0,1,0,1,1,1,1,0,1,0,92.4,66.3,4,67.2,70.4,0,0
1499,7.89,78.93,76.76,0,0,2,1,0,0,1,0,1,1,0,0,0,0,1,0,0,67.1,73.3,5,51.6,86.5,2,0
1500,6.74,78.59,74.85,0,0,3,0,1,1,0,1,1,0,1,1,1,0,1,1,1,65.4,50.3,2,87.9,92.3,2,0
1501,8.91,72.77,84.05,2,1,8,0,0,0,0,0,0,1,0,1,0,1,1,0,1,87.1,94.1,4,64.4,96.9,0,1
1502,8.11,69,84.7,4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,83.5,52.7,3,49.7,80.1,2,0
1503,6.52,88.36,64.1,0,0,3,1,1,1,0,1,1,1,0,0,0,0,1,1,0,48.7,38.7,2,85.9,88.3,1,1
1504,6.57,92.9,76.37,1,1,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,100,62.6,4,30,83.5,1,0
1505,7.66,68.48,77.48,3,2,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,53.7,95.9,4,46.3,80.8,0,0
1506,8.73,83.63,84.05,1,1,2,0,0,1,0,0,1,1,0,1,0,1,1,1,1,78.1,66.9,5,77.2,79.7,2,0
1507,6,83.73,82.55,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,91.5,62.1,0,92,100,0,1
1508,8.67,83.36,81.93,0,0,2,1,1,0,1,0,1,0,1,1,0,1,1,1,0,68.5,72.7,5,88.1,84.1,3,1
1509,8.73,95.33,89.19,1,0,5,1,0,1,1,1,0,0,0,1,0,0,1,0,1,68.6,48,4,56,100,2,0
1510,7.22,81.23,74.2,0,1,3,1,1,0,1,1,1,0,0,0,0,1,1,1,1,83,63.5,3,78.2,78.4,1,1
1511,7.1,84.69,84.55,5,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,81.1,62.6,1,25.8,78.5,2,0
1512,8.32,87.25,79.37,5,2,7,0,0,0,0,0,0,1,1,0,0,1,1,0,0,79.7,75.6,4,71.8,77.8,1,0
1513,8.49,84.58,100,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,97.9,74.7,3,55.7,84.3,0,0
1514,8.7,79.28,72.25,5,3,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,79.1,75.2,5,60.9,85.9,1,1
1515,7.48,74.53,75.51,0,4,4,1,0,1,1,0,1,1,0,0,1,0,1,0,0,66.1,68.5,2,78.6,92.7,1,1
1516,7.36,78.27,74.25,3,2,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,91.3,64.5,0,51.1,75.3,1,0
1517,7.19,83.84,68.4,0,2,7,1,0,1,1,1,0,0,0,0,1,0,0,1,0,77.4,62.4,5,75.1,84.3,1,1
1518,8.36,70.62,74.77,0,1,3,1,1,0,0,1,1,1,0,0,1,0,1,0,0,81.6,50.6,3,99.5,77.3,3,1
1519,7.35,86.09,83.38,0,1,2,1,1,1,1,1,1,0,0,0,0,1,1,1,0,59.1,100,7,66.9,95.5,2,1
1520,7.07,78.69,77.83,2,3,4,1,0,0,0,1,0,1,1,0,0,0,1,1,0,71.7,87.7,4,98.5,81.1,1,1
1521,4.88,91.14,68.5,0,0,4,1,1,1,0,0,1,0,0,0,0,1,0,0,0,49.3,71.6,3,72.1,87.6,1,1
1522,8.81,76.42,91.28,1,2,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,77.1,76.5,7,72.7,84.2,1,1
1523,6.89,84.57,89.71,0,2,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,70.3,63.7,2,70.9,79.7,1,1
1524,7.51,90.94,65.27,0,0,2,0,1,0,0,1,1,0,1,0,0,0,0,0,0,76.8,75.2,0,31.6,100,1,0
1525,6.67,90.43,77.36,1,0,2,1,1,0,1,1,1,0,1,0,0,0,1,1,0,80.1,65.6,3,88.9,82.2,1,0
1526,7.83,83.75,93.59,2,2,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,69.1,75.8,0,85.6,58.3,1,1
1527,7.1,81.02,68.76,1,0,5,0,1,0,0,1,0,0,0,0,1,0,1,1,0,59.8,45.2,4,51.4,85.9,0,0
1528,9.26,84.62,90.65,0,1,5,1,0,1,1,1,1,1,0,0,0,0,0,0,0,94.7,75.7,3,54.7,89.6,2,1
1529,8.17,82.84,67.43,2,1,5,1,1,0,0,1,0,0,1,0,1,0,1,0,0,66,69,2,65.8,100,3,1
1530,7.05,88.26,70.73,0,3,2,1,0,1,1,0,1,1,0,1,1,1,1,0,0,97.3,74.3,0,58.9,100,0,1
1531,4.77,83.15,78.31,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,100,69.8,5,91.5,90.8,1,0
1532,8.02,87.74,91.73,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,61.4,87.8,2,63.6,79,1,1
1533,7,76.64,64.34,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,49.3,74.8,0,65.6,85,1,0
1534,8.15,93.9,69.94,0,2,3,1,0,0,1,1,1,0,0,0,0,0,0,1,0,61.4,79.5,1,55.1,92.4,0,1
1535,7.03,81.65,81.81,3,1,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,54.8,71.8,4,41.4,94.3,1,1
1536,7.44,66.2,83.03,0,3,2,1,1,1,1,1,1,1,0,1,0,1,0,0,1,57.9,63,4,72.4,89.1,3,1
1537,7.57,79.23,80.27,0,2,2,1,1,1,0,1,0,0,1,0,0,0,1,0,0,96.8,78,2,52.1,83.4,0,0
1538,6.88,83.57,82.28,2,3,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,73.6,58.8,2,45.1,73.2,2,0
1539,6.75,93.16,79.09,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,70.3,45.8,2,69.7,81.6,2,1
1540,8.02,72.39,72.58,0,1,2,1,1,0,0,1,1,0,0,0,0,0,1,0,1,63.1,69.2,3,50,74.2,0,0
1541,8.89,77.66,96.23,0,4,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,62.7,73.6,2,38.9,87.4,0,1
1542,7.57,91.11,100,2,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,56.7,77.2,2,57.7,100,0,0
1543,7.47,88.11,75.33,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,1,1,51.1,76.9,1,80.2,79.2,0,0
1544,8.68,78.29,77.64,0,2,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,81.3,47.4,7,63.2,64,3,1
1545,8.94,71.57,78.91,0,1,6,1,0,0,1,1,1,0,1,1,0,0,0,0,1,66.6,73.2,5,68.9,79.6,1,1
1546,6.56,87.64,79.9,0,3,3,1,1,1,1,0,1,1,1,0,0,1,1,1,0,71.3,67.9,4,87.7,89,2,1
1547,7.22,82.37,86.48,2,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,83.6,74.7,5,67.9,91.4,2,1
1548,7.09,88.02,77.04,0,3,7,1,0,1,0,1,0,0,0,0,0,0,0,0,1,58.5,62.3,4,51.3,91.5,3,0
1549,7.89,90.75,71.91,0,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,81.2,45.6,5,45,74.6,3,0
1550,8.9,89.3,73.79,2,0,4,1,0,1,1,0,1,0,0,0,0,0,1,1,0,71.1,75.7,0,63.6,84.2,0,0
1551,9.23,80.26,90.19,0,3,3,0,1,0,1,1,1,1,0,0,0,1,1,1,0,83.5,82.4,4,84.3,89.1,2,1
1552,8.67,75.3,67.53,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,69,72.6,5,58.3,84.9,1,0
1553,7.99,78.87,59.97,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,67.1,66.6,5,57.9,94,2,0
1554,8.23,93.41,68.55,0,2,2,0,0,0,0,0,1,0,1,1,1,0,1,1,0,62.3,70.9,2,85,91.4,2,1
1555,8.42,80.21,76.1,1,2,4,1,1,0,1,1,1,0,1,1,0,0,0,0,1,60.2,62.1,6,56.5,100,2,1
1556,6.8,89.15,82.04,1,2,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,84.6,77.3,1,77.3,84.3,1,0
1557,8.24,91.9,65.62,3,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,80.6,57.1,2,21.3,74.2,0,1
1558,6.67,90.8,81.87,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,67.2,64.2,1,22.4,84.6,2,0
1559,8.03,90.27,87.01,2,0,4,1,1,0,0,0,0,0,1,1,0,1,1,0,0,71.5,60,3,61.5,87.7,1,0
1560,8.7,77.8,73.74,2,0,6,1,1,0,0,0,1,1,1,1,0,1,1,1,0,67.7,71.6,0,97.1,83.6,1,0
1561,8.04,88.94,91.01,0,1,2,0,0,1,1,1,1,1,0,1,1,1,1,0,0,60.2,47.8,6,61.9,96.6,0,1
1562,7.78,82.3,82.07,0,4,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,49.8,41.1,4,53.7,91.1,1,1
1563,7.46,66.68,65.51,0,3,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,56.8,52.2,1,59.8,87.3,1,1
1564,7.29,82.93,71.72,0,0,5,0,0,0,0,1,1,1,0,0,0,1,1,1,0,83.1,56.6,3,64.8,94.5,2,1
1565,6.62,80.6,79.67,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,42.2,68.5,5,74.9,71.3,0,1
1566,6.81,89.23,70.36,0,3,0,1,1,0,0,1,1,1,1,0,0,1,1,0,1,85.2,58.2,3,69.9,97,3,1
1567,6.82,90.09,86.05,0,0,3,0,0,0,1,1,1,0,1,0,0,1,1,1,0,69,62.6,5,85.9,82.2,0,1
1568,6.51,80.52,84.8,0,0,3,1,0,1,0,0,1,1,1,1,0,0,1,0,1,46.8,89.3,1,70.7,81.9,1,1
1569,7.74,90.9,69.13,0,1,4,1,0,1,0,0,1,0,1,1,0,0,0,0,0,85.9,55.4,5,100,77.6,1,1
1570,6.12,96.46,80.68,3,0,3,1,1,1,1,0,1,0,1,0,0,1,1,0,0,73.4,71.3,4,72.2,89.4,3,0
1571,6.21,83.91,84.6,1,2,2,0,1,0,0,1,0,0,0,0,0,0,1,0,1,65,82,4,47.6,83.7,2,1
1572,8.86,87.06,81.45,1,2,5,1,1,1,1,1,0,1,1,1,1,1,1,0,0,69.2,66.3,4,57.8,99.5,1,1
1573,7.62,84.79,73.28,0,1,6,0,1,0,0,1,0,0,0,0,0,0,1,1,0,65.4,37.6,4,73.9,90.8,2,1
1574,6.25,79.81,78.34,0,0,5,1,0,0,1,0,1,0,0,0,1,1,1,0,0,51.3,47.6,4,53.8,89.5,3,1
1575,7.31,83.8,84.84,0,1,6,1,0,1,1,1,1,1,1,1,0,0,1,0,0,68.7,86.9,7,82.9,91.2,3,1
1576,9.28,77.63,81.31,2,3,8,0,1,0,0,0,1,1,0,0,0,0,0,0,1,100,70.8,2,39.2,81.1,3,1
1577,8.06,98.54,82.91,0,2,4,0,0,1,0,1,0,1,0,1,0,0,1,0,1,75.2,72.7,2,76.6,96.7,1,1
1578,7.68,67.73,71.21,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,65.2,62.2,6,95.3,93.8,0,1
1579,7.7,80.21,95.39,2,0,5,1,0,1,1,0,0,0,0,1,1,0,1,0,0,78.2,76.4,6,78.1,86.5,1,0
1580,7.95,75.36,70.87,2,3,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,67.5,68.2,2,70.1,79.6,1,1
1581,6.24,76.71,87.29,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,59.1,86.7,4,70.2,83.3,1,0
1582,6.58,85.36,81.22,0,4,3,1,0,1,1,0,1,1,0,0,0,0,1,0,0,61.1,43.6,7,67.2,83,0,1
1583,5.91,80.33,76.44,0,0,3,1,0,1,1,0,1,1,1,0,0,1,1,0,0,71.5,76.7,3,65.8,90.8,2,0
1584,6.17,66.16,73.52,0,3,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,80.1,99.8,4,82.4,79.4,1,1
1585,6.4,91.04,85.58,0,2,4,1,0,1,1,0,1,0,0,0,0,0,0,0,1,58.6,80.2,4,42.1,94.2,2,1
1586,7.97,76.97,68.47,1,0,2,0,1,1,1,0,0,0,0,1,0,0,0,0,0,49.6,43.8,3,50.1,84.4,0,0
1587,6.67,68.88,72.92,0,1,4,1,1,1,0,0,1,1,0,0,0,0,0,0,0,72.7,73.6,3,58.8,90.8,0,1
1588,7.96,79.42,81.5,1,2,2,1,1,1,0,0,1,0,0,1,0,0,1,0,0,88.7,54.5,4,77.6,96.1,0,1
1589,7.48,75.46,76.74,4,2,3,1,1,0,0,0,0,0,0,0,0,1,1,1,0,63.5,72.3,5,72.5,83.6,3,1
1590,8.13,87.68,80.06,1,1,4,1,1,1,1,1,0,0,0,0,1,1,1,0,0,64.8,91.4,5,83.5,79.3,2,1
